Start Time,Duration,Name,parameter_count,CPU Utilization Percent,Disk Usage GB,Epoch Duration in Seconds,Learning Rate Over Epochs,Memory Used GB,Top Validation Accuracy,Total Disk Space GB,Total Memory GB,Training Accuracy Curve,Training F1 Score,Training Loss Curve,Training Precision Curve,Training Recall Curve,Validation AUC Curve,Validation Accuracy Curve,Validation F1 Score,Validation Loss Curve,Validation Precision Curve,Validation Recall Curve
05/10/2025 08:56,1.3h,MobileNetV3_1D_LSTM_lr_0.0005,278153,17.8,13.72941971,47.65861917,0.0005,7.231887817,,460.4317207,24,0,0,NaN,0,0,,0,0,NaN,0,0
05/10/2025 07:36,1.3h,MobileNetV3_1D_LSTM_lr_0.001,278153,23.1,13.72941971,47.16120911,0.001,7.381637573,,460.4317207,24,0.977436376,0.977434875,0.068605262,0.977444259,0.977436376,0.988528623,0.766791045,0.765732419,1.14828963,0.767727082,0.766791045
05/10/2025 06:01,1.6h,EfficientNet1DLSTM_lr_0.0005,215535,22.8,13.72941971,55.79354286,0.0005,8.051864624,,460.4317207,24,0.995219077,0.995218302,0.014510203,0.995218263,0.995219077,0.999930203,0.985191231,0.985171156,0.057154763,0.98568267,0.985191231
05/10/2025 04:27,1.6h,EfficientNet1DLSTM_lr_0.001,215535,22.8,13.72941971,55.94704795,0.001,8.995559692,,460.4317207,24,0,0,NaN,0,0,,0,0,NaN,0,0
05/10/2025 03:16,1.2h,DenseNet1D_lr_0.0005,256095,22.8,13.72941971,41.88621902,0.0005,10.48138428,,460.4317207,24,0.990321546,0.990321096,0.028190819,0.990323696,0.990321546,0.999937513,0.988922575,0.988905552,0.039471364,0.98912382,0.988922575
05/10/2025 02:02,1.2h,DenseNet1D_lr_0.001,256095,22.7,13.72941971,41.86326504,0.001,7.807983398,,460.4317207,24,0.991954056,0.991952289,0.023772638,0.991952887,0.991954056,0.999904008,0.982975746,0.982929984,0.064601679,0.983102431,0.982975746
05/10/2025 01:05,57.0min,CSILSTMNet_lr_0.0005,130207,31.6,13.72941971,33.30913687,0.0005,8.498626709,,460.4317207,24,0.997463779,0.997464149,0.007481028,0.997465472,0.997463779,0.999826476,0.978544776,0.978531505,0.077676066,0.978786104,0.978544776
05/10/2025 00:08,56.8min,CSILSTMNet_lr_0.001,130207,33.4,13.72941971,33.43161392,0.001,7.948257446,,460.4317207,24,0.996793283,0.996793995,0.010660506,0.996796488,0.996793283,0.999814473,0.981693097,0.981676302,0.073638698,0.981760513,0.981693097
